user,click_1,click_2,click_3,click_4,click_5,conversion,value
2865,a,b,c,,,1,41
2866,d,,,,,0,0
2867,b,c,b,c,,0,0
2868,a,,,,,0,0
2869,c,a,c,b,c,1,41
2870,d,a,,,,0,0
2871,b,c,,,,0,0
2872,c,a,d,b,,0,0
2873,c,b,a,b,b,0,0
2874,d,,,,,0,0
2875,a,,,,,0,0
2876,c,c,b,c,b,1,31
2877,c,d,d,,,0,0
2878,b,c,c,,,1,30
2879,d,c,,,,0,0
2880,a,b,b,b,d,0,0
2881,a,a,b,,,1,50
2882,c,a,b,,,0,0
2883,a,b,d,,,0,0
2884,c,c,b,a,,0,0
2885,a,c,,,,0,0
2886,a,b,b,b,d,1,44
2887,d,,,,,0,0
2888,c,b,c,,,1,38
2889,a,a,b,b,,1,40
2890,b,b,d,b,,0,0
2891,c,c,b,,,0,0
2892,d,b,d,,,0,0
2893,b,c,a,,,0,0
2894,b,a,,,,0,0
2895,c,c,,,,0,0
2896,d,,,,,0,0
2897,d,c,d,c,,0,0
2898,d,,,,,0,0
2899,a,d,a,b,,1,48
2900,a,d,,,,0,0
2901,d,,,,,0,0
2902,b,,,,,0,0
2903,d,,,,,0,0
2904,c,a,d,,,0,0
2905,a,d,b,a,,0,0
2906,c,c,b,a,,0,0
2907,a,c,a,a,,1,31
2908,d,d,,,,0,0
2909,c,,,,,0,0
2910,c,,,,,0,0
2911,c,b,d,c,b,0,0
2912,c,,,,,0,0
2913,b,,,,,0,0
2914,b,d,a,b,,1,41
2915,c,a,c,a,,0,0
2916,a,c,d,b,d,0,0
2917,b,c,b,,,0,0
2918,b,,,,,0,0
2919,a,d,,,,1,35
2920,c,c,a,,,1,50
2921,a,c,d,b,,1,49
2922,b,c,a,,,0,0
2923,d,,,,,0,0
2924,b,b,a,a,,1,34
2925,a,,,,,0,0
2926,d,,,,,0,0
2927,a,d,c,a,d,1,47
2928,b,c,b,a,a,1,49
2929,d,d,a,d,,1,45
2930,b,b,,,,0,0
2931,a,,,,,0,0
2932,d,d,c,b,,0,0
2933,c,b,b,a,a,1,49
2934,b,a,,,,1,44
2935,b,,,,,0,0
2936,a,,,,,0,0
2937,a,b,c,a,a,0,0
2938,d,d,a,a,d,1,32
2939,a,a,a,a,d,1,41
2940,c,a,,,,0,0
2941,a,,,,,0,0
2942,b,b,b,d,c,0,0
2943,c,b,a,c,,1,31
2944,b,d,d,a,,1,46
2945,a,a,d,d,a,0,0
2946,a,c,c,,,0,0
2947,c,b,b,,,0,0
2948,d,b,d,,,0,0
2949,c,d,c,a,,0,0
2950,b,,,,,1,37
2951,c,c,d,b,d,1,36
2952,d,b,d,,,1,47
2953,c,d,,,,0,0
2954,d,c,,,,0,0
2955,b,c,b,b,a,0,0
2956,b,d,b,d,a,1,45
2957,d,b,,,,0,0
2958,d,c,b,c,,0,0
2959,d,c,b,d,a,1,37
2960,d,c,a,b,b,1,41
2961,b,b,d,d,,0,0
2962,c,d,c,,,0,0
2963,d,a,b,b,b,1,30
2964,c,c,,,,1,44
2965,d,,,,,0,0
2966,a,c,a,c,c,1,41
2967,b,d,d,d,b,0,0
2968,a,,,,,0,0
2969,c,d,,,,1,33
2970,c,c,d,c,,1,45
2971,a,a,c,,,0,0
2972,a,a,d,,,0,0
2973,b,a,d,,,1,33
2974,a,,,,,0,0
2975,c,a,,,,0,0
2976,b,,,,,0,0
2977,a,b,a,d,,1,31
2978,b,a,,,,0,0
2979,d,,,,,0,0
2980,c,a,c,d,b,0,0
2981,c,a,b,a,a,0,0
2982,a,b,,,,0,0
2983,a,a,b,c,d,0,0
2984,c,b,a,,,1,47
2985,b,,,,,0,0
2986,b,b,d,a,a,1,41
2987,c,b,a,c,,1,36
2988,a,d,c,b,a,1,31
2989,b,d,,,,0,0
2990,c,a,b,d,,0,0
2991,c,,,,,0,0
2992,d,,,,,0,0
2993,c,a,c,,,1,30
2994,c,b,b,,,0,0
2995,a,,,,,0,0
2996,a,,,,,1,43
2997,d,c,,,,0,0
2998,b,a,,,,0,0
2999,a,d,a,,,0,0
3000,a,b,,,,0,0
3001,b,a,,,,0,0
3002,c,c,d,a,,1,39
3003,b,a,,,,0,0
3004,c,d,c,,,0,0
3005,b,,,,,0,0
3006,c,d,c,b,b,1,31
3007,b,,,,,0,0
3008,a,d,d,,,0,0
3009,b,c,a,b,c,0,0
3010,a,b,,,,0,0
3011,c,,,,,0,0
3012,c,,,,,0,0
3013,d,,,,,0,0
3014,a,a,,,,0,0
3015,b,c,d,b,c,0,0
3016,c,c,,,,0,0
3017,c,d,b,,,1,35
3018,b,,,,,0,0
3019,b,,,,,0,0
3020,c,b,,,,0,0
3021,c,a,a,b,c,0,0
3022,c,c,b,b,b,0,0
3023,a,c,a,b,,0,0
3024,d,b,c,d,d,0,0
3025,b,,,,,0,0
3026,d,c,d,,,0,0
3027,a,b,b,a,b,0,0
3028,d,d,c,d,,1,32
3029,b,c,,,,0,0
3030,d,d,c,a,,0,0
3031,c,a,b,c,,0,0
3032,a,c,c,b,,0,0
3033,a,d,d,a,a,1,31
3034,d,b,d,a,c,0,0
3035,c,,,,,1,37
3036,c,,,,,0,0
3037,d,c,a,d,,0,0
3038,c,b,a,,,0,0
3039,a,,,,,0,0
3040,a,,,,,0,0
3041,d,d,d,a,,0,0
3042,d,b,a,c,d,0,0
3043,d,c,b,,,0,0
3044,b,c,c,a,,1,49
3045,d,a,a,d,,0,0
3046,b,b,c,,,0,0
3047,c,,,,,0,0
3048,c,a,d,c,,1,48
3049,c,b,a,b,,0,0
3050,a,a,b,a,b,1,37
3051,c,b,a,,,0,0
3052,a,d,d,,,0,0
3053,a,d,d,a,b,1,31
3054,d,,,,,0,0
3055,b,c,a,a,,0,0
3056,a,,,,,1,30
3057,c,,,,,0,0
3058,d,b,,,,0,0
3059,b,b,b,,,0,0
3060,b,d,d,,,0,0
3061,b,b,d,,,0,0
3062,b,,,,,0,0
3063,a,a,b,d,,0,0
3064,c,c,b,b,b,1,45
3065,c,d,d,d,b,1,36
3066,b,a,a,b,,0,0
3067,c,c,,,,0,0
3068,c,a,,,,0,0
3069,d,a,b,d,c,0,0
3070,c,c,c,a,d,0,0
3071,a,c,a,b,c,0,0
3072,a,d,,,,0,0
3073,c,c,c,,,0,0
3074,d,a,,,,0,0
3075,c,,,,,1,49
3076,c,b,b,,,1,31
3077,a,a,b,a,,1,39
3078,b,,,,,0,0
3079,d,b,c,,,1,32
3080,b,b,a,,,0,0
3081,a,,,,,0,0
3082,d,d,d,,,0,0
3083,b,d,,,,0,0
3084,a,,,,,0,0
3085,c,,,,,0,0
3086,b,d,c,d,,0,0
3087,a,a,,,,0,0
3088,c,,,,,0,0
3089,b,,,,,0,0
3090,d,d,c,,,0,0
3091,a,a,,,,0,0
3092,d,b,,,,0,0
3093,b,c,d,b,,0,0
3094,b,d,c,,,0,0
3095,a,,,,,0,0
3096,b,,,,,0,0
3097,c,a,d,c,,1,37
3098,b,a,d,a,d,0,0
3099,c,d,c,d,a,1,33
3100,b,,,,,0,0
3101,a,,,,,0,0
3102,b,,,,,0,0
3103,d,d,,,,0,0
3104,a,b,,,,0,0
3105,a,c,,,,0,0
3106,c,,,,,0,0
3107,b,b,,,,0,0
3108,a,,,,,0,0
3109,d,,,,,0,0
3110,d,d,d,,,0,0
3111,d,d,c,c,d,0,0
3112,a,b,a,a,a,1,32
3113,d,,,,,0,0
3114,b,c,c,,,0,0
3115,b,a,b,d,,0,0
3116,c,c,,,,0,0
3117,b,b,d,,,1,49
3118,c,b,,,,0,0
3119,c,d,,,,0,0
3120,b,c,d,a,,1,47
3121,a,b,,,,0,0
3122,c,,,,,0,0
3123,c,a,,,,0,0
3124,a,b,c,,,0,0
3125,b,d,c,d,d,0,0
3126,b,d,,,,0,0
3127,b,,,,,0,0
3128,d,d,b,d,,0,0
3129,c,,,,,0,0
3130,b,,,,,0,0
3131,a,b,d,c,,0,0
3132,a,b,d,c,c,0,0
3133,b,c,a,d,c,1,38
3134,d,d,a,,,0,0
3135,d,,,,,0,0
3136,d,b,,,,0,0
3137,d,,,,,0,0
3138,d,,,,,0,0
3139,b,a,d,c,b,1,42
3140,d,a,,,,1,49
3141,a,,,,,0,0
3142,a,c,d,a,b,0,0
3143,b,b,a,b,,1,30
3144,b,b,a,c,b,1,37
3145,c,b,,,,1,43
3146,c,c,a,b,c,0,0
3147,b,c,a,c,b,1,42
3148,b,,,,,0,0
3149,d,a,a,,,0,0
3150,d,d,a,b,c,1,43
3151,b,b,c,a,,1,43
3152,c,d,a,c,b,0,0
3153,a,d,,,,0,0
3154,b,c,,,,0,0
3155,c,a,a,a,b,0,0
3156,a,c,c,c,,0,0
3157,d,b,c,,,0,0
3158,a,b,,,,0,0
3159,b,a,a,b,b,0,0
3160,a,,,,,1,42
3161,d,c,a,,,0,0
3162,d,c,b,,,0,0
3163,a,b,,,,0,0
3164,d,a,a,b,d,0,0
3165,a,d,a,d,,0,0
3166,a,c,,,,1,49
3167,a,c,c,b,,0,0
3168,b,b,a,,,0,0
3169,a,b,b,,,0,0
3170,b,c,,,,0,0
3171,d,b,c,,,0,0
3172,c,d,a,b,a,1,38
3173,b,a,c,,,0,0
3174,d,c,,,,1,34
3175,b,c,b,,,0,0
3176,a,,,,,1,38
3177,d,c,,,,0,0
3178,a,c,d,,,0,0
3179,d,a,a,c,,0,0
3180,a,,,,,0,0
3181,c,,,,,0,0
3182,c,d,b,b,b,0,0
3183,b,,,,,0,0
3184,d,a,b,a,,0,0
3185,c,b,c,,,0,0
3186,a,b,c,b,,0,0
3187,a,b,b,a,,0,0
3188,b,,,,,0,0
3189,c,a,,,,0,0
3190,c,b,a,d,a,1,40
3191,a,d,b,d,b,0,0
3192,c,,,,,1,43
3193,c,,,,,0,0
3194,a,d,c,,,0,0
3195,a,b,c,a,a,0,0
3196,d,a,d,,,0,0
3197,c,,,,,0,0
3198,d,b,a,c,,0,0
3199,c,d,,,,0,0
3200,b,c,c,,,0,0
3201,d,b,b,b,,1,36
3202,c,c,b,,,0,0
3203,c,b,a,a,d,0,0
3204,d,c,b,b,d,0,0
3205,d,a,d,,,1,35
3206,c,b,a,a,c,0,0
3207,d,a,,,,1,41
3208,c,a,a,,,0,0
3209,b,d,d,d,d,0,0
3210,c,d,b,,,0,0
3211,b,a,d,,,0,0
3212,c,b,b,a,d,1,33
3213,b,a,,,,0,0
3214,a,b,b,,,0,0
3215,d,a,c,a,,0,0
3216,b,d,b,c,,1,48
3217,a,b,,,,0,0
3218,c,b,a,b,a,0,0
3219,b,c,a,a,a,0,0
3220,a,d,a,a,a,1,44
3221,b,,,,,0,0
3222,a,d,,,,0,0
3223,c,c,d,a,c,1,30
3224,c,c,,,,1,34
3225,d,b,b,a,b,1,30
3226,a,,,,,1,45
3227,b,a,,,,1,44
3228,b,b,,,,0,0
3229,d,a,,,,0,0
3230,b,a,d,d,b,1,38
3231,d,d,c,c,,0,0
3232,b,,,,,1,43
3233,b,,,,,0,0
3234,c,d,a,,,0,0
3235,a,c,d,d,,0,0
3236,d,b,,,,1,40
3237,c,d,,,,1,34
3238,a,a,d,b,,0,0
3239,c,d,a,,,0,0
3240,c,b,c,,,0,0
3241,a,c,d,,,1,38
3242,a,b,b,,,0,0
3243,d,,,,,0,0
3244,c,a,d,,,0,0
3245,c,c,d,d,,0,0
3246,b,,,,,0,0
3247,d,a,d,a,b,1,30
3248,c,b,c,c,,0,0
3249,b,c,b,c,,0,0
3250,b,a,a,b,c,1,30
3251,d,a,b,a,c,0,0
3252,c,,,,,0,0
3253,d,,,,,0,0
3254,a,a,d,,,0,0
3255,d,b,b,,,0,0
3256,d,a,b,,,0,0
3257,b,b,d,b,,0,0
3258,c,a,b,d,,0,0
3259,b,d,d,c,c,0,0
3260,c,c,,,,0,0
3261,b,d,a,c,,0,0
3262,c,c,,,,1,44
3263,d,d,b,d,b,1,44
3264,a,b,b,b,,1,46
3265,b,b,d,,,0,0
3266,a,b,b,,,0,0
3267,d,a,a,d,,1,43
3268,d,b,,,,0,0
3269,a,d,,,,0,0
3270,b,,,,,0,0
3271,d,a,a,,,0,0
3272,c,a,c,a,a,1,37
3273,a,b,b,a,b,1,34
3274,b,a,b,,,0,0
3275,c,c,d,,,0,0
3276,d,b,d,,,0,0
3277,b,b,a,,,0,0
3278,c,c,d,b,,0,0
3279,b,b,a,c,,1,49
3280,b,b,,,,0,0
3281,c,b,,,,0,0
3282,d,d,d,,,1,32
3283,a,b,b,b,d,0,0
3284,d,b,c,b,,0,0
3285,d,c,c,c,,0,0
3286,a,d,d,b,,0,0
3287,a,,,,,0,0
3288,a,c,b,a,a,1,46
3289,c,d,,,,1,44
3290,b,d,,,,0,0
3291,b,d,,,,0,0
3292,c,c,d,a,d,0,0
3293,b,a,c,c,b,0,0
3294,d,a,b,a,b,0,0
3295,d,d,b,,,0,0
3296,b,b,d,,,0,0
3297,d,b,c,a,,0,0
3298,d,,,,,0,0
3299,c,c,d,,,0,0
3300,c,c,,,,0,0
3301,b,b,,,,0,0
3302,b,b,c,c,,1,40
3303,c,d,a,a,,0,0
3304,b,c,d,a,,1,35
3305,b,a,c,b,,1,40
3306,b,a,b,d,c,0,0
3307,d,a,,,,0,0
3308,a,,,,,0,0
3309,c,b,d,b,c,0,0
3310,b,,,,,0,0
3311,d,c,,,,1,46
3312,b,a,b,a,,0,0
3313,a,d,a,c,,0,0
3314,b,d,b,,,0,0
3315,b,,,,,0,0
3316,c,d,b,b,d,0,0
3317,a,c,c,,,0,0
3318,b,,,,,0,0
3319,d,a,,,,0,0
3320,d,d,a,a,,0,0
3321,a,d,c,c,b,1,47
3322,a,a,b,c,,1,44
3323,a,a,,,,0,0
3324,c,d,b,,,0,0
3325,d,b,,,,0,0
3326,b,b,c,d,,0,0
3327,c,a,,,,0,0
3328,b,b,d,b,b,0,0
3329,b,,,,,0,0
3330,c,d,,,,0,0
3331,b,c,d,,,1,43
3332,c,a,,,,0,0
3333,a,d,,,,1,31
3334,b,b,,,,0,0
3335,a,d,d,,,0,0
3336,d,,,,,0,0
3337,b,a,c,a,d,0,0
3338,a,b,b,,,0,0
3339,c,c,,,,0,0
3340,b,,,,,0,0
3341,b,d,a,c,a,1,38
3342,b,a,d,d,,0,0
3343,c,,,,,0,0
3344,d,,,,,0,0
3345,b,,,,,0,0
3346,d,d,a,c,,0,0
3347,d,a,c,,,1,38
3348,c,c,c,,,0,0
3349,a,d,,,,0,0
3350,a,b,a,c,,0,0
3351,c,,,,,0,0
3352,c,b,c,,,1,37
3353,c,c,d,,,0,0
3354,a,c,c,a,,0,0
3355,d,c,a,d,,0,0
3356,a,d,c,,,0,0
3357,a,d,c,,,0,0
3358,c,,,,,0,0
3359,d,a,c,,,0,0
3360,c,b,b,c,a,1,48
3361,c,b,,,,0,0
3362,d,a,c,,,0,0
3363,b,a,d,a,,1,32
3364,a,d,c,d,c,0,0
3365,c,b,b,b,d,1,38
3366,c,c,a,,,1,38
3367,d,c,b,,,0,0
3368,d,,,,,0,0
3369,a,c,,,,0,0
3370,b,b,,,,0,0
3371,d,a,b,d,,1,33
3372,a,c,d,d,,0,0
3373,d,a,c,,,0,0
3374,d,c,b,d,a,0,0
3375,a,c,,,,0,0
3376,c,,,,,0,0
3377,b,a,c,c,b,1,33
3378,a,c,,,,1,40
3379,a,c,b,d,,1,39
3380,a,b,b,c,d,0,0
3381,a,c,d,,,0,0
3382,c,a,a,a,,1,33
3383,a,d,b,a,c,1,33
3384,d,a,d,b,,1,37
3385,a,c,d,b,,0,0
3386,a,,,,,0,0
3387,b,a,a,,,0,0
3388,c,,,,,0,0
3389,d,d,c,,,0,0
3390,b,,,,,0,0
3391,b,,,,,0,0
3392,d,b,b,,,0,0
3393,c,a,b,c,a,0,0
3394,c,c,d,c,,1,45
3395,a,a,b,a,d,0,0
3396,c,c,,,,0,0
3397,a,,,,,0,0
3398,d,,,,,0,0
3399,b,a,,,,1,46
3400,b,,,,,0,0
3401,a,a,d,,,0,0
3402,d,c,,,,0,0
3403,d,c,c,b,b,1,36
3404,a,d,,,,1,37
3405,d,b,d,,,0,0
3406,b,d,c,,,0,0
3407,a,d,a,,,0,0
3408,b,a,a,c,,0,0
3409,a,b,a,d,a,0,0
3410,a,c,d,b,,1,46
3411,d,d,,,,0,0
3412,d,,,,,0,0
3413,d,a,a,c,c,1,45
3414,d,,,,,0,0
3415,b,a,,,,0,0
3416,c,b,,,,0,0
3417,a,,,,,0,0
3418,d,c,d,,,0,0
3419,d,b,a,,,0,0
3420,a,c,a,,,0,0
3421,a,,,,,0,0
3422,c,d,c,a,d,0,0
3423,b,d,d,,,1,34
3424,c,d,c,d,,0,0
3425,c,b,b,c,,0,0
3426,a,d,d,b,b,1,44
3427,c,a,d,,,0,0
3428,d,c,d,a,,0,0
3429,a,,,,,0,0
3430,c,,,,,0,0
3431,c,b,c,a,,0,0
3432,c,d,,,,0,0
3433,c,c,b,d,b,0,0
3434,c,c,a,,,0,0
3435,a,d,c,d,,0,0
3436,d,b,,,,0,0
3437,d,c,c,,,0,0
3438,b,,,,,0,0
3439,a,,,,,0,0
3440,b,d,a,,,1,48
3441,d,a,a,b,,0,0
3442,d,c,,,,0,0
3443,d,,,,,0,0
3444,d,a,c,a,,0,0
3445,a,d,,,,0,0
3446,c,b,b,b,,0,0
3447,d,,,,,0,0
3448,b,d,,,,0,0
3449,a,d,,,,0,0
3450,a,c,d,a,c,1,47
3451,a,b,c,d,,0,0
3452,c,c,,,,0,0
3453,d,b,c,,,0,0
3454,a,,,,,1,30
3455,a,a,c,c,,0,0
3456,a,a,d,,,0,0
3457,a,,,,,0,0
3458,d,c,b,a,,0,0
3459,d,c,a,,,0,0
3460,c,d,c,,,0,0
3461,b,d,b,,,0,0
3462,a,b,a,d,,0,0
3463,d,,,,,0,0
3464,b,,,,,0,0
3465,c,b,,,,0,0
3466,c,c,c,c,c,0,0
3467,c,c,,,,0,0
3468,c,a,a,,,0,0
3469,d,b,c,,,1,46
3470,b,c,,,,0,0
3471,c,b,a,,,0,0
3472,c,c,,,,0,0
3473,b,c,,,,1,36
3474,b,a,a,d,,0,0
3475,c,d,,,,0,0
3476,c,a,d,,,0,0
3477,a,d,a,c,,1,47
3478,c,d,b,,,0,0
3479,c,c,d,,,0,0
3480,a,c,b,b,a,1,43
3481,c,d,a,a,,1,46
3482,b,d,c,,,0,0
3483,b,,,,,0,0
3484,d,a,,,,0,0
3485,d,c,c,c,d,0,0
3486,b,c,,,,0,0
3487,c,b,c,d,,1,41
3488,c,a,c,d,,0,0
3489,c,b,d,c,,0,0
3490,d,,,,,0,0
3491,d,c,a,,,0,0
3492,c,d,,,,0,0
3493,a,d,d,b,,1,37
3494,d,d,a,b,b,0,0
3495,a,c,,,,0,0
3496,b,b,a,,,0,0
3497,d,d,c,,,0,0
3498,b,c,d,b,b,1,43
3499,c,d,,,,0,0
3500,a,d,,,,0,0
3501,c,c,b,c,b,1,50
3502,a,d,c,a,,1,47
3503,d,,,,,0,0
3504,b,b,,,,0,0
3505,b,a,a,,,0,0
3506,b,d,c,,,0,0
3507,d,b,b,d,c,1,35
3508,b,d,,,,0,0
3509,c,,,,,0,0
3510,b,c,d,b,b,1,41
3511,b,d,a,c,,0,0
3512,a,c,d,,,0,0
3513,d,d,d,a,,1,36
3514,c,c,c,d,b,1,37
3515,c,c,,,,0,0
3516,d,b,d,a,,0,0
3517,d,a,d,b,,1,31
3518,c,a,c,d,b,0,0
3519,b,a,,,,0,0
3520,b,d,d,,,0,0
3521,b,d,c,c,,0,0
3522,a,a,c,,,1,43
3523,d,d,d,,,1,35
3524,d,a,,,,0,0
3525,b,a,a,c,,1,38
3526,d,b,c,,,0,0
3527,a,c,c,,,0,0
3528,b,c,b,,,0,0
3529,c,b,b,b,b,0,0
3530,d,c,d,,,0,0
3531,b,,,,,0,0
3532,d,a,b,,,0,0
3533,c,b,b,c,b,0,0
3534,c,d,a,d,,1,35
3535,a,d,c,,,0,0
3536,c,,,,,0,0
3537,c,b,b,,,1,47
3538,c,b,c,,,0,0
3539,a,b,d,d,,0,0
3540,d,,,,,0,0
3541,b,,,,,0,0
3542,b,c,a,d,b,1,34
3543,b,,,,,0,0
3544,d,c,a,,,0,0
3545,d,a,,,,0,0
3546,a,b,,,,0,0
3547,c,b,a,b,,0,0
3548,c,c,,,,0,0
3549,d,d,,,,0,0
3550,b,,,,,0,0
3551,d,a,d,b,d,0,0
3552,b,a,d,c,,0,0
3553,b,c,c,,,0,0
3554,d,c,a,c,c,1,39
3555,c,,,,,0,0
3556,a,c,,,,0,0
3557,b,a,b,,,1,49
3558,c,d,b,a,c,0,0
3559,c,c,c,b,,1,33
3560,c,d,a,b,,0,0
3561,d,b,b,c,,0,0
3562,a,d,b,d,d,0,0
3563,b,b,a,a,,1,40
3564,d,d,b,b,a,0,0
3565,c,c,d,,,0,0
3566,a,c,c,a,a,1,48
3567,c,,,,,0,0
3568,d,,,,,0,0
3569,a,a,a,a,c,1,30
3570,a,d,d,a,a,0,0
3571,c,,,,,0,0
3572,d,a,d,,,0,0
3573,c,d,,,,0,0
3574,b,c,c,,,0,0
3575,b,b,a,a,,1,37
3576,b,a,a,b,b,0,0
3577,a,,,,,0,0
3578,a,d,a,d,c,1,48
3579,a,,,,,0,0
3580,b,b,a,a,d,1,48
3581,b,a,d,,,1,39
3582,d,b,a,,,0,0
3583,b,a,d,d,,0,0
3584,a,,,,,0,0
3585,b,d,d,d,,1,48
3586,d,c,c,d,,0,0
3587,a,a,d,b,,1,48
3588,c,,,,,0,0
3589,d,d,d,c,a,1,33
3590,c,d,d,c,b,1,46
3591,a,,,,,0,0
3592,c,,,,,0,0
3593,d,a,,,,0,0
3594,b,b,d,c,c,0,0
3595,c,d,,,,0,0
3596,b,d,b,a,,1,39
3597,c,,,,,0,0
3598,a,,,,,0,0
3599,d,d,,,,0,0
3600,a,d,c,b,,0,0
3601,b,,,,,0,0
3602,c,d,c,c,,0,0
3603,a,a,,,,0,0
3604,b,c,,,,0,0
3605,b,a,c,c,d,0,0
3606,c,,,,,0,0
3607,b,c,a,,,1,40
3608,d,a,d,,,0,0
3609,d,,,,,0,0
3610,c,,,,,0,0
3611,a,a,,,,0,0
3612,b,a,b,a,,0,0
3613,d,,,,,0,0
3614,a,,,,,0,0
3615,c,d,d,d,d,0,0
3616,c,b,b,c,d,0,0
3617,d,d,a,d,c,0,0
3618,c,b,c,c,d,0,0
3619,d,b,,,,0,0
3620,c,a,b,a,b,1,33
3621,d,b,,,,0,0
3622,a,,,,,0,0
3623,b,d,,,,0,0
3624,b,c,a,,,0,0
3625,a,c,,,,0,0
3626,d,d,d,,,1,31
3627,c,,,,,0,0
3628,a,,,,,0,0
3629,d,b,a,,,0,0
3630,d,d,b,d,b,0,0
3631,b,,,,,0,0
3632,a,a,b,a,a,1,41
3633,c,c,b,d,,0,0
3634,d,b,d,b,,0,0
3635,b,c,a,,,0,0
3636,c,a,b,,,0,0
3637,b,b,c,,,1,33
3638,d,b,b,d,,0,0
3639,c,,,,,0,0
3640,a,,,,,0,0
3641,c,b,d,b,,0,0
3642,d,c,b,b,,0,0
3643,d,,,,,0,0
3644,a,a,,,,0,0
3645,b,b,,,,0,0
3646,b,,,,,0,0
3647,a,,,,,1,46
3648,b,a,c,b,c,0,0
3649,c,a,,,,0,0
3650,b,c,,,,0,0
3651,a,c,b,d,c,1,42
3652,c,a,b,b,,0,0
3653,d,d,d,,,0,0
3654,a,c,,,,0,0
3655,a,d,,,,1,36
3656,c,a,d,a,,0,0
3657,a,a,d,,,0,0
3658,d,c,,,,0,0
3659,a,a,b,d,,0,0
3660,d,,,,,0,0
3661,a,,,,,0,0
3662,c,b,a,,,0,0
3663,a,a,,,,0,0
3664,a,a,c,c,,0,0
3665,a,,,,,0,0
3666,c,d,c,c,b,1,42
3667,d,,,,,0,0
3668,a,b,,,,1,48
3669,c,d,,,,0,0
3670,c,,,,,0,0
3671,c,,,,,0,0
3672,a,,,,,0,0
3673,d,,,,,0,0
3674,b,b,c,c,,1,40
3675,d,b,d,b,c,0,0
3676,a,,,,,1,42
3677,c,,,,,0,0
3678,c,,,,,0,0
3679,a,a,,,,0,0
3680,b,c,a,,,0,0
3681,c,,,,,0,0
3682,c,,,,,0,0
3683,b,a,a,d,d,0,0
3684,b,,,,,0,0
3685,c,d,d,b,,0,0
3686,a,b,,,,0,0
3687,d,,,,,0,0
3688,a,b,,,,0,0
3689,c,d,d,c,,0,0
3690,c,d,b,b,,1,46
3691,c,d,c,c,c,1,49
3692,c,a,d,d,,0,0
3693,d,a,a,,,0,0
3694,d,c,c,a,a,1,49
3695,b,d,,,,0,0
3696,c,b,c,b,,0,0
3697,d,d,c,,,1,38
3698,d,c,d,d,c,0,0
3699,a,,,,,0,0
3700,c,,,,,0,0
3701,a,a,,,,0,0
3702,c,d,,,,0,0
3703,d,c,b,d,,1,46
3704,a,d,b,a,a,1,49
3705,b,b,d,,,0,0
3706,a,d,d,,,0,0
3707,c,b,c,d,,0,0
3708,d,a,c,,,0,0
3709,c,,,,,0,0
3710,d,c,b,b,b,0,0
3711,c,d,,,,0,0
3712,a,d,d,a,a,0,0
3713,c,b,a,b,,0,0
3714,c,,,,,0,0
3715,a,d,d,,,0,0
3716,d,b,b,d,,1,30
3717,a,c,b,,,0,0
3718,c,,,,,1,36
3719,d,a,d,c,,0,0
3720,a,d,a,,,0,0
3721,d,c,,,,0,0
3722,c,,,,,0,0
3723,c,d,,,,0,0
3724,a,,,,,0,0
3725,d,d,,,,0,0
3726,d,b,,,,1,37
3727,b,b,b,,,0,0
3728,c,,,,,0,0
3729,c,a,d,,,1,30
3730,a,d,,,,0,0
3731,a,,,,,0,0
3732,a,a,b,a,a,1,30
3733,b,b,a,a,,1,30
3734,a,d,c,d,a,0,0
3735,c,a,c,b,b,1,34
3736,a,d,,,,0,0
3737,c,a,a,,,0,0
3738,c,,,,,0,0
3739,a,b,a,c,,1,38
3740,d,b,c,,,0,0
3741,c,a,,,,1,47
3742,b,b,,,,0,0
3743,c,,,,,0,0
3744,c,b,d,a,c,0,0
3745,c,b,,,,0,0
3746,a,c,d,a,b,0,0
3747,b,a,d,,,0,0
3748,d,a,b,,,0,0
3749,b,c,,,,0,0
3750,a,,,,,0,0
3751,d,d,a,a,,0,0
3752,d,,,,,0,0
3753,b,,,,,0,0
3754,d,b,,,,0,0
3755,d,b,c,c,,0,0
3756,b,a,,,,1,39
3757,d,d,a,,,1,40
3758,a,,,,,0,0
3759,d,b,b,b,,0,0
3760,a,c,,,,0,0
3761,d,a,d,d,,0,0
3762,d,c,c,a,a,0,0
3763,d,b,b,,,0,0
3764,c,b,,,,0,0
3765,a,a,,,,1,41
3766,c,c,d,,,1,46
3767,d,c,,,,0,0
3768,d,a,b,d,,0,0
3769,a,a,d,c,d,0,0
3770,c,c,b,c,d,1,33
3771,d,c,,,,0,0
3772,d,a,d,c,,1,40
3773,b,c,c,a,a,0,0
3774,d,c,d,,,0,0
3775,b,,,,,0,0
3776,c,b,d,a,,0,0
3777,a,b,a,a,,1,50
3778,c,a,,,,0,0
3779,a,b,b,a,b,0,0
3780,b,d,,,,0,0
3781,b,,,,,0,0
3782,a,c,b,a,b,1,32
3783,c,d,c,d,d,1,41
3784,d,c,,,,0,0
3785,b,a,,,,0,0
3786,a,b,d,d,a,0,0
3787,c,,,,,0,0
3788,c,b,,,,0,0
3789,c,b,b,d,b,0,0
3790,a,c,b,a,,0,0
3791,a,b,a,c,a,0,0
3792,b,,,,,0,0
3793,b,d,d,b,c,0,0
3794,d,,,,,0,0
3795,c,c,c,c,c,1,36
3796,c,b,,,,0,0
3797,b,,,,,0,0
3798,a,d,a,,,0,0
3799,c,d,,,,0,0
3800,b,d,,,,0,0
